TP,Date,Treatment_Cage,Treatment,Cage,Replicate,Dose_ppm,Experiment_Start_Date,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14
5,2021-09-07,E8,E,8,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,7,1,1,0,0
5,2021-09-07,E9,E,9,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,2,1,0,0,0
5,2021-09-07,E10,E,10,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,2,2,0,0,0
5,2021-09-07,P1,P,1,1,7.5,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,2,15,8,1,0,0,0
5,2021-09-07,P2,P,2,1,7.5,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,1,10,13,4,0,0,0
5,2021-09-07,P3,P,3,1,7.5,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,7,16,4,1,0,0
5,2021-09-07,P4,P,4,1,7.5,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,11,7,1,0,0,0
5,2021-09-07,P5,P,5,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,14,15,1,0,0,0
5,2021-09-07,P6,P,6,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,14,6,1,0,0,0
5,2021-09-07,P7,P,7,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,14,17,0,0,0,0
5,2021-09-07,P8,P,8,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,7,16,4,1,0,1
5,2021-09-07,P9,P,9,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,15,12,0,0,0,0
5,2021-09-07,P10,P,10,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,9,16,4,0,0,0
5,2021-09-07,Ln40,L,n40,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021-09-07,Ln36,L,n36,1,7.5,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,4,31,3,0,0,0
5,2021-09-07,E1,E,1,1,10,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,3,0,0,0,0
5,2021-09-07,E2,E,2,1,10,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,1,1,0,0,0
5,2021-09-07,E3,E,3,1,10,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2021-09-07,E4,E,4,1,10,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,2,0,0,0,0
5,2021-09-07,E5,E,5,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,3,0,0,0,0
5,2021-09-07,E6,E,6,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2021-09-07,E7,E,7,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,2021-09-07,E8,E,8,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5,2021-09-07,E9,E,9,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,4,0,0,0,0
5,2021-09-07,E10,E,10,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,6,0,0,0,0
5,2021-09-07,P1,P,1,1,10,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,1,19,3,1,0,0,0
5,2021-09-07,P2,P,2,1,10,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,18,5,0,0,0,0
5,2021-09-07,P3,P,3,1,10,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,5,10,1,0,0,0
5,2021-09-07,P4,P,4,1,10,0022-09-21T07:52:58Z,0,0,0,0,0,0,0,0,7,7,2,0,0,0
5,2021-09-07,P5,P,5,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,8,7,0,0,0,0
5,2021-09-07,P6,P,6,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,14,5,1,0,0,0
5,2021-09-07,P7,P,7,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,17,1,0,0,0,0
5,2021-09-07,P8,P,8,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,9,10,0,1,0,0
5,2021-09-07,P9,P,9,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,13,10,0,0,0,0
5,2021-09-07,P10,P,10,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,18,3,0,0,0,0
5,2021-09-07,Ln36,L,n36,1,10,0023-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,23,7,1,0,0
5,2021-09-07,E1,E,1,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,31,10,2,0,0,0
5,2021-09-07,E2,E,2,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,34,9,1,0,0,7
5,2021-09-07,E3,E,3,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,1,30,7,1,0,0,0
5,2021-09-07,E4,E,4,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,35,8,0,0,0,1
5,2021-09-07,E5,E,5,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,32,11,1,0,0,0
5,2021-09-07,E6,E,6,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,24,21,0,0,0,0
5,2021-09-07,E7,E,7,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,1,37,2,0,0,0,0
5,2021-09-07,E8,E,8,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,1,29,9,0,0,0,0
5,2021-09-07,E9,E,9,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,35,8,0,0,0,0
5,2021-09-07,E10,E,10,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,41,2,0,0,0,0
5,2021-09-07,P1,P,1,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,26,18,0,0,0,0
5,2021-09-07,P2,P,2,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,31,8,2,0,0,0
5,2021-09-07,P3,P,3,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,33,13,0,0,0,0
5,2021-09-07,P4,P,4,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,26,17,0,0,0,0
5,2021-09-07,P5,P,5,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,28,13,0,0,0,0
5,2021-09-07,P6,P,6,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,1,30,14,0,0,0,1
5,2021-09-07,P7,P,7,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,33,12,0,0,0,0
5,2021-09-07,P8,P,8,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,38,6,0,0,0,0
5,2021-09-07,P9,P,9,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,23,21,0,1,0,0
5,2021-09-07,P10,P,10,2,0,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,1,40,7,0,1,0,0
5,2021-09-07,Ln40,L,n40,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,16,1,1,0,0,0
5,2021-09-07,Ln36,L,n36,2,0,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,22,12,2,0,0,0
5,2021-09-07,E1,E,1,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,16,5,1,0,0,0
5,2021-09-07,E2,E,2,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,11,2,0,0,0,0
5,2021-09-07,E3,E,3,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,19,0,1,0,0,0
5,2021-09-07,E4,E,4,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,1,9,3,3,0,0,0
5,2021-09-07,E5,E,5,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,12,12,1,1,0,1
5,2021-09-07,E6,E,6,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,11,6,1,0,0,1
5,2021-09-07,E7,E,7,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,1,19,5,1,0,0,0
5,2021-09-07,E8,E,8,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,17,6,0,0,0,0
5,2021-09-07,E9,E,9,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,9,7,0,0,1,0
5,2021-09-07,E10,E,10,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,18,7,0,0,0,0
5,2021-09-07,P1,P,1,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,2,27,10,1,0,0,0
5,2021-09-07,P2,P,2,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,26,13,0,0,0,0
5,2021-09-07,P3,P,3,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,1,31,8,0,0,0,0
5,2021-09-07,P4,P,4,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,18,20,3,0,0,0
5,2021-09-07,P5,P,5,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,25,20,0,0,0,0
5,2021-09-07,P6,P,6,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,1,29,14,0,1,0,0
5,2021-09-07,P7,P,7,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,32,5,0,1,0,0
5,2021-09-07,P8,P,8,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,26,19,0,0,0,0
5,2021-09-07,P9,P,9,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,18,24,0,1,0,1
5,2021-09-07,P10,P,10,2,2.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,28,8,0,2,0,0
5,2021-09-07,Ln40,L,n40,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5,2021-09-07,Ln36,L,n36,2,2.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,12,24,0,0,0,0
5,2021-09-07,E1,E,1,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,9,5,0,0,0,0
5,2021-09-07,E2,E,2,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,7,2,0,0,0,0
5,2021-09-07,E3,E,3,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,5,2,0,0,0
5,2021-09-07,E4,E,4,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,7,5,0,0,0,0
5,2021-09-07,E5,E,5,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,6,6,0,0,0,0
5,2021-09-07,E6,E,6,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,3,13,1,0,0,0
5,2021-09-07,E7,E,7,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,3,9,0,0,0,0
5,2021-09-07,E8,E,8,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,4,3,0,0,0,0
5,2021-09-07,E9,E,9,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,7,3,0,0,0,0
5,2021-09-07,E10,E,10,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,5,7,0,0,1,0
5,2021-09-07,P1,P,1,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,13,15,3,0,0,0
5,2021-09-07,P2,P,2,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,24,12,4,0,0,0
5,2021-09-07,P3,P,3,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,20,15,0,1,0,0
5,2021-09-07,P4,P,4,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,17,18,0,0,0,0
5,2021-09-07,P5,P,5,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,23,16,1,0,0,0
5,2021-09-07,P6,P,6,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,24,12,1,0,0,0
5,2021-09-07,P7,P,7,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,15,23,0,0,0,0
5,2021-09-07,P8,P,8,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,18,19,2,0,0,0
5,2021-09-07,P9,P,9,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,17,18,0,0,1,0
5,2021-09-07,P10,P,10,2,5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,23,14,1,0,0,0
5,2021-09-07,Ln40,L,n40,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021-09-07,Ln36,L,n36,2,5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,7,30,1,0,1,0
5,2021-09-07,E1,E,1,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,3,2,0,0,0,0
5,2021-09-07,E2,E,2,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,3,3,0,0,0,0
5,2021-09-07,E3,E,3,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,3,0,0,0,0
5,2021-09-07,E4,E,4,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,3,2,0,0,0,0
5,2021-09-07,E5,E,5,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,4,0,0,0,0
5,2021-09-07,E6,E,6,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,3,0,0,0,0
5,2021-09-07,E7,E,7,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,3,1,0,0,0
5,2021-09-07,E8,E,8,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,3,2,0,0,0
5,2021-09-07,E9,E,9,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,5,0,0,0,0
5,2021-09-07,E10,E,10,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,3,0,0,0,0
5,2021-09-07,P1,P,1,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,17,6,1,0,0,0
5,2021-09-07,P2,P,2,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,16,14,2,0,0,0
5,2021-09-07,P3,P,3,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,19,11,3,1,0,0
5,2021-09-07,P4,P,4,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,12,15,2,0,0,0
5,2021-09-07,P5,P,5,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,16,13,1,0,0,0
5,2021-09-07,P6,P,6,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,14,11,1,1,0,0
5,2021-09-07,P7,P,7,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,12,19,2,0,0,0
5,2021-09-07,P8,P,8,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,14,14,0,0,0,1
5,2021-09-07,P9,P,9,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,14,14,4,0,0,0
5,2021-09-07,P10,P,10,2,7.5,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,25,3,3,0,0,0
5,2021-09-07,Ln40,L,n40,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021-09-07,Ln36,L,n36,2,7.5,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,3,32,1,0,0,0
5,2021-09-07,E1,E,1,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021-09-07,E2,E,2,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,2021-09-07,E3,E,3,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,2021-09-07,E4,E,4,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2021-09-07,E5,E,5,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,2021-09-07,E7,E,7,2,10,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,2,2,1,0,0,0
5,2021-09-07,E8,E,8,2,10,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,3,0,1,0,0,0
5,2021-09-07,P1,P,1,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,12,7,1,0,0,0
5,2021-09-07,P2,P,2,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,9,10,2,0,0,0
5,2021-09-07,P3,P,3,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,14,8,1,0,0,0
5,2021-09-07,P4,P,4,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,6,7,0,0,0,0
5,2021-09-07,P5,P,5,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,11,2,0,1,0,0
5,2021-09-07,P6,P,6,2,10,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,1,18,5,2,1,0,0
5,2021-09-07,P7,P,7,2,10,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,1,11,1,1,0,0,0
5,2021-09-07,P8,P,8,2,10,0025-09-21T07:52:58Z,0,0,0,0,0,0,0,0,13,6,1,0,0,0
5,2021-09-07,Ln40,L,n40,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021-09-07,Ln36,L,n36,2,10,0024-09-21T07:52:58Z,0,0,0,0,0,0,0,0,1,23,6,0,0,2
6,2021-09-21,E1,E,1,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,40,6,0,0,0,0
6,2021-09-21,E2,E,2,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,30,15,0,0,0,0
6,2021-09-21,E3,E,3,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,33,13,0,0,0,0
6,2021-09-21,E4,E,4,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,39,4,1,0,0,0
6,2021-09-21,E5,E,5,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,35,10,0,0,0,0
6,2021-09-21,E6,E,6,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,36,7,0,1,0,0
6,2021-09-21,E7,E,7,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,26,13,0,0,0,0
6,2021-09-21,E8,E,8,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,30,20,0,0,0,0
6,2021-09-21,E9,E,9,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,35,8,0,0,0,0
6,2021-09-21,E10,E,10,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,39,3,0,0,0,0
6,2021-09-21,P1,P,1,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,28,8,0,0,0,0
6,2021-09-21,P2,P,2,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,24,19,1,0,0,0
6,2021-09-21,P3,P,3,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,21,21,0,0,1,0
6,2021-09-21,P4,P,4,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,27,16,1,0,0,0
6,2021-09-21,P5,P,5,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,35,9,0,0,0,0
6,2021-09-21,P6,P,6,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,30,11,1,0,0,0
6,2021-09-21,P7,P,7,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,1,26,17,1,0,0,0
6,2021-09-21,P8,P,8,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,27,13,1,0,0,0
6,2021-09-21,P9,P,9,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,1,32,10,1,0,0,0
6,2021-09-21,P10,P,10,1,0,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,36,3,1,1,0,0
6,2021-09-21,Ln40,L,n40,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,15,18,0,0,0,0
6,2021-09-21,Ln36,L,n36,1,0,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,28,15,0,0,0,0
6,2021-09-21,E1,E,1,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,15,4,1,0,0,0
6,2021-09-21,E2,E,2,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,13,4,1,0,0,0
6,2021-09-21,E3,E,3,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,12,2,1,0,0,0
6,2021-09-21,E4,E,4,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,16,8,1,0,0,0
6,2021-09-21,E5,E,5,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,15,7,2,0,0,0
6,2021-09-21,E6,E,6,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,15,4,2,0,0,0
6,2021-09-21,E7,E,7,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,1,15,6,1,1,0,0
6,2021-09-21,E8,E,8,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,12,8,0,0,0,0
6,2021-09-21,E9,E,9,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,15,4,0,0,0,0
6,2021-09-21,E10,E,10,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,12,2,0,0,0,0
6,2021-09-21,P1,P,1,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,29,6,1,1,0,0
6,2021-09-21,P2,P,2,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,27,8,1,0,1,0
6,2021-09-21,P3,P,3,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,19,19,0,0,1,0
6,2021-09-21,P4,P,4,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,28,16,0,0,0,0
6,2021-09-21,P5,P,5,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,37,7,1,0,0,0
6,2021-09-21,P6,P,6,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,27,13,0,0,0,0
6,2021-09-21,P7,P,7,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,22,15,0,1,0,1
6,2021-09-21,P8,P,8,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,1,21,17,2,0,0,0
6,2021-09-21,P9,P,9,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,26,11,1,0,0,0
6,2021-09-21,P10,P,10,1,2.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,30,10,1,0,0,0
6,2021-09-21,Ln40,L,n40,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2021-09-21,Ln36,L,n36,1,2.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,25,13,0,0,0,0
6,2021-09-21,E1,E,1,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,8,5,1,0,0,0
6,2021-09-21,E2,E,2,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,2,10,0,0,0,0
6,2021-09-21,E3,E,3,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,6,7,0,0,0,0
6,2021-09-21,E4,E,4,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,7,11,0,0,0,0
6,2021-09-21,E5,E,5,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,9,4,0,0,0,0
6,2021-09-21,E6,E,6,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,1,8,0,0,0,0
6,2021-09-21,E7,E,7,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,7,6,0,0,0,0
6,2021-09-21,E8,E,8,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,4,8,0,0,0,0
6,2021-09-21,E9,E,9,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,8,3,0,0,0,0
6,2021-09-21,E10,E,10,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,6,6,2,0,0,0
6,2021-09-21,P1,P,1,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,23,16,2,0,0,0
6,2021-09-21,P2,P,2,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,20,10,0,0,0,1
6,2021-09-21,P3,P,3,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,20,16,3,0,0,0
6,2021-09-21,P4,P,4,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,22,16,3,0,0,0
6,2021-09-21,P5,P,5,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,25,13,2,1,0,0
6,2021-09-21,P6,P,6,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,19,17,0,0,0,0
6,2021-09-21,P7,P,7,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,20,13,4,1,1,0
6,2021-09-21,P8,P,8,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,19,19,1,0,0,1
6,2021-09-21,P9,P,9,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,19,18,3,0,0,0
6,2021-09-21,P10,P,10,1,5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,24,13,1,1,0,0
6,2021-09-21,Ln40,L,n40,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2021-09-21,Ln36,L,n36,1,5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,13,25,0,0,0,0
6,2021-09-21,E1,E,1,1,7.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,2,2,0,0,0,0
6,2021-09-21,E2,E,2,1,7.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,1,3,0,1,0,0
6,2021-09-21,E3,E,3,1,7.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,2,2,0,0,0,0
6,2021-09-21,E4,E,4,1,7.5,2021-10-07T00:00:00Z,0,0,0,0,0,0,0,0,3,2,1,0,0,0
6,2021-09-21,E5,E,5,1,7.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,2,11,4,0,0,0
6,2021-09-21,E6,E,6,1,7.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,1,6,1,0,0,0
6,2021-09-21,E7,E,7,1,7.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,2,4,0,0,0,0
6,2021-09-21,E8,E,8,1,7.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,1,8,0,1,0,0
6,2021-09-21,E9,E,9,1,7.5,2021-10-08T00:00:00Z,0,0,0,0,0,0,0,0,2,4,0,0,0,0
